------------------------------------------------------------------------------------------------------
********************************************原始数据信息**********************************************
------------------------------------------------------------------------------------------------------

300节点系统的计算结果如下：
最大允许迭代次数：30
计算精度：1e-05
节点数   线路支路数   变压器支路数    发动机个数   负荷个数
118  1       5.95000000     0.83300000     0.00000000     
119  1       3.87700000     1.14700000     0.00000000     
120  1       1.45000000     0.58000000     0.00000000     
121  1       0.56500000     0.24500000     0.00000000     
122  1       0.89500000     0.35500000     0.00000000     
123  1       0.00000000     0.00000000     0.00000000     
124  1       0.24000000     0.14000000     0.00000000     
127  1       0.63000000     0.25000000     0.00000000     
129  1       0.00000000     0.00000000     0.00000000     
130  1       0.00000000     0.00000000     0.00000000     
131  1       0.17000000     0.09000000     0.00000000     
133  1       0.70000000     0.05000000     0.00000000     
134  1       2.00000000     0.50000000     0.00000000     
135  1       0.75000000     0.50000000     0.00000000     
136  1       1.23500000     -0.24300000    0.00000000     
137  1       0.00000000     0.00000000     0.00000000     
138  1       0.33000000     0.16500000     0.00000000     
139  1       0.00000000     0.00000000     0.00000000     
140  1       0.35000000     0.15000000     0.00000000     
141  1       0.85000000     0.24000000     0.00000000     
142  1       0.00000000     0.00400000     0.00000000     
143  1       0.00000000     0.00000000     0.00000000     
144  1       0.00000000     0.00000000     0.00000000     
145  1       0.00000000     0.00000000     0.00000000     
146  1       2.99900000     0.95700000     0.00000000     
147  1       0.00000000     0.00000000     0.00000000     
148  1       0.00000000     0.00000000     0.00000000     
149  1       4.81800000     2.05000000     0.00000000     
150  1       7.63600000     2.91100000     0.00000000     
151  1       0.26500000     0.00000000     0.00000000     
152  1       1.63500000     0.43000000     0.00000000     
153  1       0.00000000     0.00000000     0.00000000     
154  1       1.76000000     0.83000000     0.00000000     
155  1       0.05000000     0.04000000     0.00000000     
156  1       0.28000000     0.12000000     0.00000000     
157  1       4.27400000     1.73600000     0.00000000     
158  1       0.74000000     0.29000000     0.00000000     
159  1       0.69500000     0.49300000     0.00000000     
160  1       0.73400000     0.00000000     0.00000000     
161  1       2.40700000     0.89000000     0.00000000     
162  1       0.40000000     0.04000000     0.00000000     
163  1       1.36800000     0.16600000     0.00000000     
165  1       0.59800000     0.24300000     0.00000000     
166  1       0.59800000     0.24300000     0.00000000     
167  1       1.82600000     0.43600000     0.00000000     
168  1       0.07000000     0.02000000     0.00000000     
170  1       4.89000000     0.53000000     0.00000000     
171  1       8.00000000     0.72000000     0.00000000     
172  1       0.00000000     0.00000000     0.00000000     
173  1       0.00000000     0.00000000     0.00000000     
174  1       0.00000000     0.00000000     0.00000000     
175  1       0.10000000     0.03000000     0.00000000     
176  1       0.43000000     0.14000000     0.00000000     
177  1       0.64000000     0.21000000     0.00000000     
178  1       0.35000000     0.12000000     0.00000000     
179  1       0.27000000     0.12000000     0.00000000     
180  1       0.41000000     0.14000000     0.00000000     
181  1       0.38000000     0.13000000     0.00000000     
182  1       0.42000000     0.14000000     0.00000000     
183  1       0.72000000     0.24000000     0.00000000     
184  1       0.00000000     -0.05000000    0.00000000     
185  1       0.12000000     0.02000000     0.00000000     
186  1       -0.21000000    -0.14200000    0.00000000     
187  1       0.07000000     0.02000000     0.00000000     
188  1       0.38000000     0.13000000     0.00000000     
189  1       0.00000000     0.00000000     0.00000000     
190  1       0.96000000     0.07000000     0.00000000     
191  1       0.00000000     0.00000000     0.00000000     
193  1       0.22000000     0.16000000     0.00000000     
194  1       0.47000000     0.26000000     0.00000000     
195  1       1.76000000     1.05000000     0.00000000     
196  1       1.00000000     0.75000000     0.00000000     
197  1       1.31000000     0.96000000     0.00000000     
198  1       0.00000000     0.00000000     0.00000000     
199  1       2.85000000     1.00000000     0.00000000     
200  1       1.71000000     0.70000000     0.00000000     
201  1       3.28000000     1.88000000     0.00000000     
202  1       4.28000000     2.32000000     0.00000000     
203  1       1.73000000     0.99000000     0.00000000     
204  1       4.10000000     0.40000000     0.00000000     
205  1       0.00000000     0.00000000     0.00000000     
206  1       5.38000000     3.69000000     0.00000000     
207  1       2.23000000     1.48000000     0.00000000     
208  1       0.96000000     0.46000000     0.00000000     
210  1       1.59000000     1.07000000     0.00000000     
211  1       4.48000000     1.43000000     0.00000000     
212  1       4.04000000     2.12000000     0.00000000     
213  1       5.72000000     2.44000000     0.00000000     
214  1       2.69000000     1.57000000     0.00000000     
216  1       0.00000000     0.00000000     0.00000000     
217  1       2.55000000     1.49000000     0.00000000     
219  1       0.00000000     0.00000000     0.00000000     
222  1       0.08000000     0.03000000     0.00000000     
223  1       0.00000000     0.00000000     0.00000000     
224  1       0.61000000     0.30000000     0.00000000     
225  1       0.77000000     0.33000000     0.00000000     
226  1       0.61000000     0.30000000     0.00000000     
227  1       0.29000000     0.14000000     0.00000000     
228  1       0.29000000     0.14000000     0.00000000     
229  1       -0.23000000    -0.17000000    0.00000000     
230  1       -0.33100000    -0.29400000    0.00000000     
231  1       1.15800000     -0.24000000    0.00000000     
232  1       0.02400000     -0.12600000    0.00000000     
233  1       0.02400000     -0.03900000    0.00000000     
234  1       -0.14900000    0.26500000     0.00000000     
235  1       0.24700000     -0.01200000    0.00000000     
236  1       1.45300000     -0.34900000    0.00000000     
237  1       0.28100000     -0.20500000    0.00000000     
238  1       0.14000000     0.02500000     0.00000000     
239  1       -0.11100000    -0.01400000    0.00000000     
240  1       0.50500000     0.17400000     0.00000000     
241  1       0.29600000     0.00600000     0.00000000     
242  1       -1.13700000    0.76700000     0.00000000     
243  1       1.00310000     0.29170000     0.00000000     
244  1       -1.00000000    0.34170000     0.00000000     
245  1       0.00000000     0.00000000     0.00000000     
246  1       0.00000000     0.00000000     0.00000000     
266  1       0.00000000     0.00000000     0.00000000     
267  1       0.04200000     0.00000000     0.00000000     
268  1       0.02710000     0.00940000     0.00000000     
269  1       0.00860000     0.00280000     0.00000000     
270  1       0.00000000     0.00000000     0.00000000     
271  1       0.00000000     0.00000000     0.00000000     
272  1       0.00000000     0.00000000     0.00000000     
273  1       0.00000000     0.00000000     0.00000000     
274  1       0.04750000     0.01560000     0.00000000     
275  1       0.01530000     0.00530000     0.00000000     
276  1       0.00000000     0.00000000     0.00000000     
277  1       0.01350000     0.00470000     0.00000000     
278  1       0.00450000     0.00160000     0.00000000     
279  1       0.00450000     0.00160000     0.00000000     
280  1       0.01840000     0.00640000     0.00000000     
281  1       0.01390000     0.00480000     0.00000000     
282  1       0.01890000     0.00650000     0.00000000     
283  1       0.01550000     0.00540000     0.00000000     
284  1       0.01660000     0.00580000     0.00000000     
285  1       0.03030000     0.01000000     0.00000000     
286  1       0.01860000     0.00640000     0.00000000     
287  1       0.02580000     0.00890000     0.00000000     
288  1       0.01010000     0.00350000     0.00000000     
289  1       0.00810000     0.00280000     0.00000000     
290  1       0.01600000     0.00520000     0.00000000     
291  1       0.00000000     0.00000000     0.00000000     
292  1       0.35810000     0.00000000     0.00000000     
293  1       0.30000000     0.23000000     0.00000000     
294  1       0.26480000     0.00000000     0.00000000     
297  1       0.01020000     0.00350000     0.00000000     
298  1       0.01020000     0.00350000     0.00000000     
299  1       0.03800000     0.01250000     0.00000000     
300  1       0.01190000     0.00410000     0.00000000     




------------------------------------------------------------------------------------------------------------
********************************************牛顿法潮流计算结果**********************************************
------------------------------------------------------------------------------------------------------------

节点数：300
发电机数：69
负荷数：266
不接地线路数：304
接地线路数：0
变压器数：107
平衡节点：257
迭代次数：5
最大失配量：0.00000464
最低电压值：0.87572717      最低电压节点：97


<-----------------------------------------------各节点数据------------------------------------------------->

节点    电压幅值       电压相位       Pg             Qg             Pl             Ql             
257     1.05070000     0.00000000     4.59528962     0.39673200     0.00000000     0.00000000     
8       1.01530000     2.23822251     0.00000000     0.09975796     0.63000000     0.14000000     
10      1.02050000     1.17974289     0.00000000     0.20157434     1.53000000     0.33000000     
19      1.00100000     -2.62963628    0.00000000     0.20541667     6.05000000     1.20000000     
55      0.95830000     -17.79213393   0.00000000     0.24915173     0.70000000     0.30000000     
63      0.96320000     -26.65405336   0.00000001     0.32387906     2.08000000     1.07000000     
69      1.02500000     -17.30351968   3.75000000     1.32621716     0.37000000     0.13000000     
76      1.05200000     -9.58572028    1.55000003     0.44175643     0.17400000     0.00000000     
77      1.05200000     -6.37998386    2.90000004     0.31225575     0.15800000     0.00000000     
80      1.00000000     -14.81637326   0.68000000     -0.10683479    0.66700000     0.00000000     
88      0.99000000     -20.51313845   1.17000000     0.20844737     1.12100000     0.00000000     
98      1.04350000     5.98871311     19.29999999    13.66924564    0.00000000     0.00000000     
103     1.02330000     -13.65534856   2.40000000     1.70827342     2.76400000     0.59300000     
104     1.01030000     -18.77898213   0.00000000     2.55972094     5.14800000     0.82700000     
117     1.05500000     -6.59715826    0.00000000     2.20517503     10.19200000    1.35200000     
120     1.05100000     -0.18680179    2.81000000     0.86559940     1.45000000     0.58000000     
122     1.04350000     3.78879748     6.96000000     1.55751271     0.89500000     0.35500000     
125     1.05280000     4.05839314     0.84000000     0.40862790     0.00000000     0.00000000     
126     1.05280000     8.10222602     2.17000000     -0.50005022    0.00000000     0.00000000     
128     1.07350000     4.97512681     1.03000000     0.52322181     0.00000000     0.00000000     
131     1.05350000     8.95601018     3.72000000     -0.49792736    0.17000000     0.09000000     
132     1.04350000     10.13754272    2.16000000     -0.43162394    0.00000000     0.00000000     
135     0.96300000     4.53301772     0.00000000     -0.70328613    0.75000000     0.50000000     
149     0.92900000     -0.09742563    2.05000000     0.93194444     4.81800000     2.05000000     
150     0.98290000     -10.16998158   0.00000000     1.53907788     7.63600000     2.91100000     
155     1.05220000     4.24527092     2.28000000     0.58578352     0.05000000     0.04000000     
156     1.00770000     0.20608688     0.84000000     0.45677153     0.28000000     0.12000000     
164     1.05220000     -4.60070398    2.00000000     0.36461923     0.00000000     0.00000000     
165     1.06500000     1.92204335     12.00000000    2.19323737     0.59800000     0.24300000     
166     1.06500000     1.14870968     12.00000000    2.58901159     0.59800000     0.24300000     
169     1.05510000     -20.56448783   4.75000000     -6.03840967    0.00000000     0.00000000     
170     1.04350000     12.20530886    19.72999988    6.86490168     4.89000000     0.53000000     
177     1.01500000     -20.24347863   4.24000000     1.03562474     0.64000000     0.21000000     
192     1.01000000     -11.56804488   2.72000000     0.43504053     0.00000000     0.00000000     
199     1.00800000     -21.68844171   1.00000000     0.24771004     2.85000000     1.00000000     
200     1.00000000     -22.44999025   4.50000000     1.24424541     1.71000000     0.70000000     
201     1.05000000     -23.13587603   2.50000000     1.71218242     3.28000000     1.88000000     
206     1.00000000     -27.17485325   3.03000000     2.62520471     5.38000000     3.69000000     
209     1.04000000     -13.79028337   3.45000000     0.39795890     0.00000000     0.00000000     
212     1.00000000     -25.85005595   3.00000000     1.24151830     4.04000000     2.12000000     
215     1.01650000     -15.37469524   6.00000000     2.93102537     0.00000000     0.00000000     
217     1.01000000     -20.90488913   2.50000000     0.06589779     2.55000000     1.49000000     
218     1.00000000     -15.82607569   5.50000000     0.68384761     0.00000000     0.00000000     
220     1.05000000     -16.50021232   5.75430000     -0.63311434    0.00000000     0.00000000     
221     0.99300000     -17.41639993   1.70000000     0.73140970     0.00000000     0.00000000     
222     1.01000000     -19.22837795   0.84000000     0.59760719     0.08000000     0.03000000     
247     1.05070000     10.62577425    4.67000000     1.39891310     0.00000000     0.00000000     
248     1.05070000     12.32135819    6.23000000     0.93699155     0.00000000     0.00000000     
249     1.03230000     13.59147979    12.10000000    4.21167773     0.00000000     0.00000000     
250     1.01450000     4.82743350     2.34000000     0.51869299     0.00000000     0.00000000     
251     1.05070000     11.40539639    3.72000000     2.00488894     0.00000000     0.00000000     
252     1.05070000     -10.60883772   3.30000000     3.48144486     0.00000000     0.00000000     
253     1.05070000     5.97895025     1.85000000     0.06332808     0.00000000     0.00000000     
254     1.02900000     12.42540814    4.10000000     1.06709247     0.00000000     0.00000000     
255     1.05000000     1.99902747     4.99999993     1.53006004     0.00000000     0.00000000     
256     1.01450000     -14.03700416   0.36999999     0.41426339     0.00000000     0.00000000     
258     0.99670000     -7.61511103    0.44999998     0.25018629     0.00000000     0.00000000     
259     1.02120000     -3.58890684    1.65000000     0.89875190     0.00000000     0.00000000     
260     1.01450000     1.80015304     4.00000000     1.20599767     0.00000000     0.00000000     
261     1.00170000     5.61784046     4.00000000     1.49740812     0.00000000     0.00000000     
262     0.98930000     -25.46783997   1.16000000     0.86706094     0.00000000     0.00000000     
263     1.05070000     18.85020910    12.92000000    3.27363898     0.00000000     0.00000000     
264     1.05070000     2.49447804     7.00000000     2.88324114     0.00000000     0.00000000     
265     1.01450000     32.45847263    5.53000000     -0.27302212    0.00000000     0.00000000     
267     0.99450000     -18.85548841   0.00000000     0.02025578     0.04200000     0.00000000     
292     1.00000000     -19.48194588   0.00000003     0.12359044     0.35810000     0.00000000     
294     1.00000000     -17.74322209   0.00000003     0.11307937     0.26480000     0.00000000     
295     1.00000000     -6.90340492    0.49999997     0.22397979     0.00000000     0.00000000     
296     1.00000000     -7.61485756    0.07999999     0.04146964     0.00000000     0.00000000     
1       1.02836765     5.78369715     0.00000000     0.00000000     0.90000000     0.49000000     
2       1.03530188     7.57437452     0.00000000     0.00000000     0.56000000     0.15000000     
3       0.99698210     6.47323179     0.00000000     0.00000000     0.20000000     0.00000000     
4       1.03072615     4.54872384     0.00000000     0.00000000     0.00000000     0.00000000     
5       1.01904879     4.51769925     0.00000000     0.00000000     3.53000000     1.30000000     
6       1.03113758     6.82470277     0.00000000     0.00000000     1.20000000     0.41000000     
7       0.99327778     6.02067164     0.00000000     0.00000000     0.00000000     0.00000000     
9       1.00335109     2.68811138     0.00000000     0.00000000     0.96000000     0.43000000     
11      1.00564673     2.29952592     0.00000000     0.00000000     0.83000000     0.21000000     
12      0.99730232     5.04613551     0.00000000     0.00000000     0.00000000     0.00000000     
13      0.99766854     -0.71934259    0.00000000     0.00000000     0.58000000     0.10000000     
14      0.99916701     -4.96266543    0.00000000     0.00000000     1.60000000     0.60000000     
15      1.03435473     -8.72386703    0.00000000     0.00000000     1.26700000     0.23000000     
16      1.03161697     -2.78510679    0.00000000     0.00000000     0.00000000     0.00000000     
17      1.06489189     -13.24269176   0.00000000     0.00000000     5.61000000     2.20000000     
18      0.98189076     0.90827922     0.00000000     0.00000000     0.00000000     0.00000000     
20      0.97513889     1.45124912     0.00000000     0.00000000     0.77000000     0.01000000     
21      0.99626952     -2.14263808    0.00000000     0.00000000     0.81000000     0.23000000     
22      1.05009491     3.76879577     0.00000000     0.00000000     0.21000000     0.07000000     
23      1.00564453     5.85037284     0.00000000     0.00000000     0.00000000     0.00000000     
24      1.02335097     1.27009338     0.00000000     0.00000000     0.45000000     0.12000000     
25      0.99857496     -1.90372942    0.00000000     0.00000000     0.28000000     0.09000000     
26      0.97503391     -5.06526782    0.00000000     0.00000000     0.69000000     0.13000000     
27      1.02425961     -12.12087423   0.00000000     0.00000000     0.55000000     0.06000000     
28      1.04152073     -8.04363295    0.00000000     0.00000000     0.00000000     0.00000000     
29      0.97583764     -25.83687856   0.00000000     0.00000000     0.00000000     0.00000000     
30      1.00190480     -22.67702968   0.00000000     0.00000000     0.00000000     0.00000000     
31      1.01952082     -11.30866262   0.00000000     0.00000000     0.85000000     0.32000000     
32      1.01997986     -12.65491835   0.00000000     0.00000000     1.55000000     0.18000000     
33      1.05370820     -5.91948000    0.00000000     0.00000000     0.00000000     0.00000000     
34      1.02126246     -12.87583623   0.00000000     0.00000000     0.46000000     -0.21000000    
35      1.02897723     -10.54061465   0.00000000     0.00000000     0.86000000     0.00000000     
36      1.04506115     -7.55269387    0.00000000     0.00000000     0.00000000     0.00000000     
37      1.00070708     -16.90288250   0.00000000     0.00000000     0.39000000     0.09000000     
38      1.00896443     -17.58630586   0.00000000     0.00000000     1.95000000     0.29000000     
39      1.02203186     -14.85095385   0.00000000     0.00000000     0.00000000     0.00000000     
40      1.03495056     -11.85387890   0.00000000     0.00000000     0.00000000     0.00000000     
41      0.97810255     -23.31717376   0.00000000     0.00000000     0.58000000     0.11800000     
42      1.00181163     -16.25293446   0.00000000     0.00000000     0.41000000     0.19000000     
43      1.04742282     -2.96790970    0.00000000     0.00000000     0.92000000     0.26000000     
44      1.02516666     -8.21769913    0.00000000     0.00000000     -0.05000000    0.05000000     
45      0.99788324     -11.95554629   0.00000000     0.00000000     0.61000000     0.28000000     
46      0.99604568     -17.72043764   0.00000000     0.00000000     0.69000000     0.03000000     
47      1.00521112     -16.36817546   0.00000000     0.00000000     0.10000000     0.01000000     
48      1.01513689     -12.32702949   0.00000000     0.00000000     0.22000000     0.10000000     
49      1.03350573     -8.14375827    0.00000000     0.00000000     0.98000000     0.20000000     
50      0.99181561     -6.15331076    0.00000000     0.00000000     0.14000000     0.01000000     
51      0.97885962     -5.45209003    0.00000000     0.00000000     2.18000000     1.06000000     
52      1.02503031     -9.69611855    0.00000000     0.00000000     0.00000000     0.00000000     
53      0.99066192     -3.63527403    0.00000000     0.00000000     2.27000000     1.10000000     
54      1.01611971     -1.27371487    0.00000000     0.00000000     0.00000000     0.00000000     
56      0.94798851     -13.14095674   0.00000000     0.00000000     0.00000000     0.00000000     
57      0.96255347     -26.62978926   0.00000000     0.00000000     0.00000000     0.00000000     
58      0.95147574     -35.27400391   0.00000000     0.00000000     0.56000000     0.20000000     
59      0.97953967     -29.99645184   0.00000000     0.00000000     1.16000000     0.38000000     
60      0.96975285     -27.59527432   0.00000000     0.00000000     0.57000000     0.19000000     
61      0.97795752     -25.89415064   0.00000000     0.00000000     2.24000000     0.71000000     
62      0.99712377     -22.10187904   0.00000000     0.00000000     0.00000000     0.00000000     
64      0.98389651     -25.06577602   0.00000000     0.00000000     0.74000000     0.28000000     
65      0.99012882     -24.18960337   0.00000000     0.00000000     0.00000000     0.00000000     
66      0.98216853     -25.16708697   0.00000000     0.00000000     0.48000000     0.14000000     
67      0.98745119     -24.97471974   0.00000000     0.00000000     0.28000000     0.07000000     
68      1.03572933     -18.92607170   0.00000000     0.00000000     0.00000000     0.00000000     
70      0.98711779     -17.91672084   0.00000000     0.00000000     0.00000000     0.00000000     
71      0.99082985     -14.40280946   0.00000000     0.00000000     0.00000000     0.00000000     
72      0.99196583     -7.95812185    0.00000000     0.00000000     0.00000000     0.00000000     
73      1.01630330     -21.03087707   0.00000000     0.00000000     0.00000000     0.00000000     
74      1.03156649     -11.28104868   0.00000000     0.00000000     0.44200000     0.00000000     
75      1.02690417     -11.35711115   0.00000000     0.00000000     0.66000000     0.00000000     
78      0.99293553     -9.61136759    0.00000000     0.00000000     0.60300000     0.00000000     
79      1.01822071     -13.43661209   0.00000000     0.00000000     0.39900000     0.00000000     
81      0.98935019     -20.52464741   0.00000000     0.00000000     0.83500000     0.00000000     
82      1.00598262     -14.65444154   0.00000000     0.00000000     0.00000000     0.00000000     
83      1.00070325     -15.44460300   0.00000000     0.00000000     0.77800000     0.00000000     
84      1.02873961     -12.25912215   0.00000000     0.00000000     0.32000000     0.00000000     
85      0.99573520     -17.55287715   0.00000000     0.00000000     0.08600000     0.00000000     
86      1.02222441     -13.14083353   0.00000000     0.00000000     0.49600000     0.00000000     
87      1.00937376     -16.22014888   0.00000000     0.00000000     0.04600000     0.00000000     
89      0.97507480     -26.44047645   0.00000000     0.00000000     0.30700000     0.00000000     
90      0.97303593     -25.07910854   0.00000000     0.00000000     0.63000000     0.00000000     
91      0.97380192     -29.42175228   0.00000000     0.00000000     0.19600000     0.00000000     
92      0.97026374     -25.59913316   0.00000000     0.00000000     0.26200000     0.00000000     
93      0.97609201     -29.35647466   0.00000000     0.00000000     0.18200000     0.00000000     
94      0.93762533     -13.59431055   0.00000000     0.00000000     0.00000000     0.00000000     
95      1.02197438     -12.75549608   0.00000000     0.00000000     0.00000000     0.00000000     
96      0.87748376     -4.26142489    0.00000000     0.00000000     0.00000000     0.00000000     
97      0.87572717     -3.61443958    0.00000000     0.00000000     0.14100000     6.50000000     
99      0.93761880     -8.39966392    0.00000000     0.00000000     7.77000000     2.15000000     
100     0.96756902     -12.49034408   0.00000000     0.00000000     5.35000000     0.55000000     
101     0.94700567     -14.48417008   0.00000000     0.00000000     2.29100000     0.11800000     
102     0.99507795     -17.88793135   0.00000000     0.00000000     0.78000000     0.01400000     
105     0.98904615     -13.13416355   0.00000000     0.00000000     0.57900000     0.05100000     
106     0.99657922     -10.78273458   0.00000000     0.00000000     3.80800000     0.37000000     
107     1.00129290     -5.00259690    0.00000000     0.00000000     0.00000000     0.00000000     
108     1.00138632     -4.61755790    0.00000000     0.00000000     0.00000000     0.00000000     
109     1.01860025     5.37703825     0.00000000     0.00000000     0.00000000     0.00000000     
110     0.98589763     5.88500820     0.00000000     0.00000000     0.00000000     0.00000000     
111     1.00359715     2.86285394     0.00000000     0.00000000     0.00000000     0.00000000     
112     1.00160755     -5.69287736    0.00000000     0.00000000     0.00000000     0.00000000     
113     1.02017431     -8.30684793    0.00000000     0.00000000     0.00000000     0.00000000     
114     1.01799461     -7.02206071    0.00000000     0.00000000     1.69200000     0.41600000     
115     1.04749192     1.27042716     0.00000000     0.00000000     0.55200000     0.18200000     
116     1.04843295     -1.70599664    0.00000000     0.00000000     2.73600000     0.99800000     
118     1.01101381     -3.82355404    0.00000000     0.00000000     5.95000000     0.83300000     
119     1.04309742     -3.68604519    0.00000000     0.00000000     3.87700000     1.14700000     
121     1.00874823     -3.02123081    0.00000000     0.00000000     0.56500000     0.24500000     
123     1.01617630     -0.87776458    0.00000000     0.00000000     0.00000000     0.00000000     
124     1.00478382     -0.41881830    0.00000000     0.00000000     0.24000000     0.14000000     
127     1.05247899     0.01543369     0.00000000     0.00000000     0.63000000     0.25000000     
129     0.98666837     6.16663063     0.00000000     0.00000000     0.00000000     0.00000000     
130     1.00444313     3.94739240     0.00000000     0.00000000     0.00000000     0.00000000     
133     0.90639786     -1.41986725    0.00000000     0.00000000     0.70000000     0.05000000     
134     1.04613813     6.07876394     0.00000000     0.00000000     2.00000000     0.50000000     
136     0.95312691     -12.01536525   0.00000000     0.00000000     1.23500000     -0.24300000    
137     0.97550152     -11.51063303   0.00000000     0.00000000     0.00000000     0.00000000     
138     0.94813618     -9.77655551    0.00000000     0.00000000     0.33000000     0.16500000     
139     0.98921307     -12.74465747   0.00000000     0.00000000     0.00000000     0.00000000     
140     1.04562753     8.38737838     0.00000000     0.00000000     0.35000000     0.15000000     
141     1.03578518     16.74742494    0.00000000     0.00000000     0.85000000     0.24000000     
142     1.06723942     2.53391576     0.00000000     0.00000000     0.00000000     0.00400000     
143     1.03969216     8.68585320     0.00000000     0.00000000     0.00000000     0.00000000     
144     1.03197815     24.04214325    0.00000000     0.00000000     0.00000000     0.00000000     
145     1.02209747     27.74746744    0.00000000     0.00000000     0.00000000     0.00000000     
146     0.97015411     -7.13102320    0.00000000     0.00000000     2.99900000     0.95700000     
147     1.00131705     -5.02574468    0.00000000     0.00000000     0.00000000     0.00000000     
148     0.98641542     -6.90635860    0.00000000     0.00000000     0.00000000     0.00000000     
151     1.00583196     -6.36976845    0.00000000     0.00000000     0.26500000     0.00000000     
152     0.91310571     -13.06822662   0.00000000     0.00000000     1.63500000     0.43000000     
153     1.05008264     -2.91634715    0.00000000     0.00000000     0.00000000     0.00000000     
154     0.95570415     -7.56786568    0.00000000     0.00000000     1.76000000     0.83000000     
157     0.93056203     -6.89463436    0.00000000     0.00000000     4.27400000     1.73600000     
158     0.91759223     -9.26218995    0.00000000     0.00000000     0.74000000     0.29000000     
159     0.97371906     -3.38983378    0.00000000     0.00000000     0.69500000     0.49300000     
160     1.05267674     -1.57397751    0.00000000     0.00000000     0.73400000     0.00000000     
161     1.04440946     -4.43991583    0.00000000     0.00000000     2.40700000     0.89000000     
162     0.96143094     6.88263467     0.00000000     0.00000000     0.40000000     0.04000000     
163     1.03784148     -7.11269848    0.00000000     0.00000000     1.36800000     0.16600000     
167     1.05396905     -0.97266270    0.00000000     0.00000000     1.82600000     0.43600000     
168     1.00003815     -26.11477392   0.00000000     0.00000000     0.07000000     0.02000000     
171     0.93872116     -11.19164502   0.00000000     0.00000000     8.00000000     0.72000000     
172     0.99633704     -27.59719259   0.00000000     0.00000000     0.00000000     0.00000000     
173     1.05180551     -19.22753538   0.00000000     0.00000000     0.00000000     0.00000000     
174     1.03807579     -20.75350384   0.00000000     0.00000000     0.00000000     0.00000000     
175     0.97173254     -24.35764108   0.00000000     0.00000000     0.10000000     0.03000000     
176     0.99176092     -23.20913318   0.00000000     0.00000000     0.43000000     0.14000000     
178     0.94229465     -25.38996343   0.00000000     0.00000000     0.35000000     0.12000000     
179     0.93712695     -25.02394747   0.00000000     0.00000000     0.27000000     0.12000000     
180     0.97350902     -29.39882914   0.00000000     0.00000000     0.41000000     0.14000000     
181     0.99113830     -25.13011251   0.00000000     0.00000000     0.38000000     0.13000000     
182     1.00351104     -22.08079685   0.00000000     0.00000000     0.42000000     0.14000000     
183     0.96543245     -29.69982670   0.00000000     0.00000000     0.72000000     0.24000000     
184     0.98397020     -28.65517629   0.00000000     0.00000000     0.00000000     -0.05000000    
185     1.00240991     -28.61527965   0.00000000     0.00000000     0.12000000     0.02000000     
186     1.01746607     -28.44434248   0.00000000     0.00000000     -0.21000000    -0.14200000    
187     0.99717771     -27.11339601   0.00000000     0.00000000     0.07000000     0.02000000     
188     1.00265290     -25.74393273   0.00000000     0.00000000     0.38000000     0.13000000     
189     0.97413111     -23.66214562   0.00000000     0.00000000     0.00000000     0.00000000     
190     1.00217437     -23.13420674   0.00000000     0.00000000     0.96000000     0.07000000     
191     1.01406855     -22.37327027   0.00000000     0.00000000     0.00000000     0.00000000     
193     0.99208069     -17.42631888   0.00000000     0.00000000     0.22000000     0.16000000     
194     0.98731944     -20.13346438   0.00000000     0.00000000     0.47000000     0.26000000     
195     0.97639042     -22.45067654   0.00000000     0.00000000     1.76000000     1.05000000     
196     1.02387879     -22.16360390   0.00000000     0.00000000     1.00000000     0.75000000     
197     1.00987462     -22.59582822   0.00000000     0.00000000     1.31000000     0.96000000     
198     1.05916863     -21.12985888   0.00000000     0.00000000     0.00000000     0.00000000     
202     0.99701860     -22.66630012   0.00000000     0.00000000     4.28000000     2.32000000     
203     1.00415885     -21.53548686   0.00000000     0.00000000     1.73000000     0.99000000     
204     0.94671753     -11.35718542   0.00000000     0.00000000     4.10000000     0.40000000     
205     1.02210296     -21.59331019   0.00000000     0.00000000     0.00000000     0.00000000     
207     1.04357587     -20.90814086   0.00000000     0.00000000     2.23000000     1.48000000     
208     1.05044041     -19.90799800   0.00000000     0.00000000     0.96000000     0.46000000     
210     1.05810265     -21.20970732   0.00000000     0.00000000     1.59000000     1.07000000     
211     1.04552072     -23.16674424   0.00000000     0.00000000     4.48000000     1.43000000     
213     1.03990454     -20.86581434   0.00000000     0.00000000     5.72000000     2.44000000     
214     1.00954124     -20.99328822   0.00000000     0.00000000     2.69000000     1.57000000     
216     1.05993500     -21.08352239   0.00000000     0.00000000     0.00000000     0.00000000     
219     1.06291554     -20.09951611   0.00000000     0.00000000     0.00000000     0.00000000     
223     0.99022805     -20.13635528   0.00000000     0.00000000     0.00000000     0.00000000     
224     0.96735877     -20.78594333   0.00000000     0.00000000     0.61000000     0.30000000     
225     0.96018175     -21.62325666   0.00000000     0.00000000     0.77000000     0.33000000     
226     0.95519254     -21.45249927   0.00000000     0.00000000     0.61000000     0.30000000     
227     0.92532331     -24.38557084   0.00000000     0.00000000     0.29000000     0.14000000     
228     0.92431845     -24.85772318   0.00000000     0.00000000     0.29000000     0.14000000     
229     0.97083284     -22.79884053   0.00000000     0.00000000     -0.23000000    -0.17000000    
230     1.06421662     -20.03196848   0.00000000     0.00000000     -0.33100000    -0.29400000    
231     1.01519791     1.30498319     0.00000000     0.00000000     1.15800000     -0.24000000    
