------------------------------------------------------------------------------------------------------
********************************************原始数据信息**********************************************
------------------------------------------------------------------------------------------------------

118节点系统的计算结果如下：
最大允许迭代次数：30
计算精度：1e-05
节点数   线路支路数   变压器支路数    发动机个数   负荷个数
7         12        0.16465198+j-0.06501670    -0.16438073+j0.05752633     0.00027125     -0.00749036    
11        13        0.35061609+j0.11414396     -0.34744915+j-0.12163645    0.00316694     -0.00749249    
12        14        0.18286739+j0.02630650     -0.18210663+j-0.04148862    0.00076076     -0.01518212    
13        15        0.00744915+j-0.03836355    -0.00743835+j-0.02047348    0.00001080     -0.05883703    
14        15        0.04210663+j0.03148862     -0.04180629+j-0.07840394    0.00030034     -0.04691532    
12        16        0.07500977+j0.04287331     -0.07482648+j-0.06299781    0.00018329     -0.02012450    
15        17        -1.03735160+j-0.24415230    1.05314762+j0.25357422     0.01579602     0.00942192     
16        17        -0.17517352+j-0.03700219    0.17662237+j-0.00288044    0.00144885     -0.03988263    
17        18        0.80253605+j0.24858484     -0.79372868+j-0.22499581    0.00880736     0.02358903     
18        19        0.19372868+j0.14864827     -0.19300457+j-0.15615913    0.00072411     -0.00751086    
19        20        -0.10633669+j0.05316980     0.10676589+j-0.07866260    0.00042920     -0.02549280    
15        19        0.11436543+j0.13286208     -0.11395709+j-0.14095613    0.00040834     -0.00809405    
20        21        -0.28676589+j0.04866260     0.28847490+j-0.06056108    0.00170901     -0.01189849    
21        22        -0.42847490+j-0.01943892    0.43265369+j0.01597296     0.00417878     -0.00346596    
22        23        -0.53265369+j-0.06597296    0.54305647+j0.07516005     0.01040278     0.00918710     
23        24        0.08299681+j0.10916348     -0.08266104+j-0.15732880    0.00033577     -0.04816532    
23        25        -1.62625445+j-0.25844093    1.66825863+j0.38304359     0.04200418     0.12460267     
25        27        1.43474395+j0.30055143     -1.37080566+j-0.15270342    0.06393830     0.14784801     
27        28        0.32852589+j-0.00587705    -0.32632207+j-0.00437885    0.00220382     -0.01025589    
28        29        0.15632207+j-0.06562115    -0.15561924+j0.04637411     0.00070283     -0.01924704    
8         30        0.74220115+j0.27739485     -0.73866687+j-0.75045156    0.00353428     -0.47305671    
26        30        2.23699741+j-0.11697706    -2.19723312+j-0.36370303    0.03976429     -0.48068009    
17        31        0.14760347+j0.11553247     -0.14568459+j-0.14761638    0.00191889     -0.03208391    
29        31        -0.08438076+j-0.08637411    0.08454292+j0.07914017     0.00016216     -0.00723395    
23        32        0.93020117+j0.04411740     -0.90242159+j-0.05619666    0.02777958     -0.01207926    
31        32        -0.29885833+j0.11413229     0.30220960+j-0.12645313    0.00335127     -0.01232084    
27        32        0.12483881+j0.00498451     -0.12445314+j-0.02168563    0.00038567     -0.01670112    
15        33        0.07223081+j-0.04916899    -0.07197302+j0.01991074     0.00025779     -0.02925825    
19        34        -0.03670165+j-0.10778164    0.03731027+j0.04975447     0.00060863     -0.05802717    
35        36        0.00659047+j0.06412466     -0.00658041+j-0.06665452    0.00001007     -0.00252986    
35        37        -0.33659047+j-0.15412466    0.33813604+j0.14828379     0.00154557     -0.00584087    
33        37        -0.15802698+j-0.10991074    0.15950204+j0.07967109     0.00147506     -0.03023966    
34        36        0.30438474+j0.12003022     -0.30341959+j-0.12254912    0.00096514     -0.00251890    
34        37        -0.94608764+j-0.38144870    0.94881818+j0.38184930     0.00273053     0.00040060     
37        39        0.54965971+j0.03805275     -0.53972004+j-0.03123213    0.00993967     0.00682062     
37        40        0.44103203+j-0.02873117    -0.42930881+j0.02151608     0.01172322     -0.00721509    
30        38        0.62552026+j0.18014542     -0.62294264+j-0.55036962    0.00257763     -0.37022420    
39        40        0.26972004+j-0.07876787    -0.26819905+j0.06915881     0.00152099     -0.00960906    
40        41        0.15517021+j0.01171049     -0.15479446+j-0.02190879    0.00037576     -0.01019830    
40        42        -0.11766235+j-0.06469698    0.11858690+j0.02321629     0.00092455     -0.04148070    
41        42        -0.21520554+j-0.07809121    0.21740558+j0.05256939     0.00220004     -0.02552182    
43        44        -0.16568405+j-0.01010240    0.16744975+j-0.04126488    0.00176570     -0.05136727    
34        43        0.01439263+j0.01943265     -0.01431595+j-0.05989760    0.00007669     -0.04046495    
44        45        -0.32744975+j0.05829738     0.33003544+j-0.06966803    0.00258569     -0.01137066    
45        46        -0.36315911+j-0.03360930    0.36859046+j0.01909463     0.00543135     -0.01451468    
46        47        -0.31099261+j-0.01224077    0.31463188+j-0.00789833    0.00363926     -0.02013909    
46        48        -0.14759785+j-0.05831185    0.14896486+j0.01419025     0.00136701     -0.04412161    
47        49        -0.09555546+j-0.10826934    0.09590861+j0.09270304     0.00035315     -0.01556630    
42        49        -0.64799624+j0.05212144     0.67958935+j0.00370334     0.03159311     0.05582478     
42        49        -0.64799624+j0.05212144     0.67958935+j0.00370334     0.03159311     0.05582478     
45        49        -0.49687633+j-0.01937004    0.51422291+j0.02160442     0.01734658     0.00223437     
48        49        -0.34896486+j0.03206364     0.35108304+j-0.03924845    0.00211818     -0.00718481    
49        50        0.53667001+j0.13425549     -0.52882286+j-0.13138881    0.00784715     0.00286669     
49        51        0.66635871+j0.20441165     -0.64353097+j-0.17401343    0.02282775     0.03039822     
51        52        0.28561405+j0.06244917     -0.28373935+j-0.06993444    0.00187470     -0.00748528    
52        53        0.10373935+j0.01993444     -0.10319766+j-0.05448026    0.00054169     -0.03454582    
53        54        -0.12680234+j-0.05551974    0.12732586+j0.02994119     0.00052353     -0.02557855    
49        54        0.37773404+j0.13068830     -0.36582485+j-0.15596276    0.01190919     -0.02527446    
49        54        0.37751581+j0.11196610     -0.36385892+j-0.13787031    0.01365689     -0.02590421    
54        55        0.07075588+j0.01456317     -0.07065264+j-0.03249639    0.00010324     -0.01793321    
54        56        0.18534754+j0.04344449     -0.18523736+j-0.04973088    0.00011018     -0.00628639    
55        56        -0.21426722+j-0.05822153    0.21453163+j0.05564297     0.00026441     -0.00257855    
56        57        -0.22994727+j-0.09100593    0.23218118+j0.07488640     0.00223392     -0.01611952    
50        57        0.35882286+j0.09138881     -0.35218118+j-0.10488640    0.00664168     -0.01349760    
56        58        -0.06671719+j-0.03690373    0.06691021+j0.01530591     0.00019302     -0.02159783    
51        58        0.18791692+j0.03156427     -0.18691021+j-0.04530591    0.00100670     -0.01374164    
54        59        -0.30374551+j-0.07508941    0.30896003+j0.04258127     0.00521452     -0.03250813    
56        59        -0.27956533+j-0.04176265    0.28667290+j0.00989118     0.00710757     -0.03187146    
56        59        -0.29306449+j-0.03909568    0.30066140+j0.01131353     0.00759691     -0.02778215    
55        59        -0.34508014+j-0.08264022    0.35147698+j0.05879513     0.00639684     -0.02384509    
59        60        -0.43312384+j0.03572995     0.43934831+j-0.04404219    0.00622447     -0.00831224    
59        61        -0.51713905+j0.05030727     0.52634160+j-0.04625129    0.00920255     0.00405598     
60        61        -1.12060411+j0.08517908     1.12398798+j-0.08226329    0.00338387     0.00291579     
60        62        -0.09874420+j-0.07113689    0.09891670+j0.05737312     0.00017250     -0.01376377    
61        62        0.25486998+j-0.13856499    -0.25418052+j0.13197954     0.00068946     -0.00658545    
63        64        -1.51750842+j-0.67484312    1.52233185+j0.52506028     0.00482343     -0.14978283    
38        65        -1.81420536+j-0.56964093    1.84631835+j-0.09122048    0.03211299     -0.66086140    
64        65        -1.82753141+j-0.66495162    1.83745845+j0.40062419     0.00992704     -0.26432743    
49        66        -1.32179504+j0.04311698     1.35178224+j0.08328557     0.02998720     0.12640255     
49        66        -1.32179504+j0.04311698     1.35178224+j0.08328557     0.02998720     0.12640255     
62        66        -0.37166504+j-0.17263452    0.37935125+j0.14675112     0.00768621     -0.02588341    
62        67        -0.24307114+j-0.14412984    0.24503062+j0.12146164     0.00195948     -0.02266820    
66        67        0.53164817+j0.19271986     -0.52503062+j-0.19146164    0.00661756     0.00125822     
65        68        0.14165929+j-0.22431397    -0.14161879+j-0.41849080    0.00004051     -0.64280477    
47        69        -0.55907642+j0.11616766     0.58648595+j-0.10061548    0.02740953     0.01555218     
49        69        -0.46508173+j0.10632016     0.48746505+j-0.12053842    0.02238331     -0.01421826    
69        70        1.08347141+j0.16077691     -1.04916373+j-0.13994943    0.03430767     0.02082748     
24        70        -0.06207928+j-0.02974315    0.06208887+j-0.06801951    0.00000959     -0.09776265    
70        71        0.16645945+j-0.12375079    -0.16607697+j0.11676437     0.00038248     -0.00698642    
24        72        0.01474031+j0.03305352     -0.01456806+j-0.07980658    0.00017226     -0.04675306    
71        72        0.10595295+j-0.00938114    -0.10543194+j-0.03149548    0.00052100     -0.04087661    
71        73        0.06012402+j-0.10738324    -0.06000000+j0.09651292     0.00012402     -0.01087031    
70        74        0.16201841+j0.12894269     -0.16005755+j-0.15423389    0.00196086     -0.02529121    
70        75        -0.00140300+j0.09941419     0.00200656+j-0.13169762    0.00060356     -0.03228343    
69        75        1.09971955+j0.20492094     -1.05121268+j-0.18323284    0.04850687     0.02168810     
74        75        -0.51994245+j-0.06190636    0.52360938+j0.06442762     0.00366693     0.00252126     
76        77        -0.61170245+j-0.21031981    0.63226350+j0.24387301     0.02056105     0.03355320     
69        77        0.62104967+j0.06808746     -0.60948262+j-0.13840055    0.01156705     -0.07031309    
75        77        -0.34634701+j-0.09543740    0.35438585+j0.07369560     0.00803884     -0.02174180    
77        78        0.45372051+j0.06617087     -0.45293611+j-0.07634344    0.00078440     -0.01017256    
78        79        -0.25706389+j-0.18365656    0.25759871+j0.17948433     0.00053482     -0.00417223    
77        80        -0.96617910+j-0.37396415    0.98391857+j0.37516403     0.01773948     0.00119987     
77        80        -0.44388004+j-0.20538346    0.45069542+j0.20585666     0.00681538     0.00047320     
79        80        -0.64759871+j-0.29577813    0.65527711+j0.31079313     0.00767840     0.01501500     
68        81        -0.44305415+j-0.04605147    0.44362150+j-0.75545425    0.00056736     -0.80150572    
77        82        -0.03082811+j0.17266904     0.03220498+j-0.25004989    0.00137686     -0.07738086    
82        83        -0.47061977+j0.24536402     0.47395476+j-0.27140697    0.00333499     -0.02604295    
83        84        -0.24712972+j0.14743482     0.25271671+j-0.16052327    0.00558699     -0.01308845    
83        85        -0.42682504+j0.12090922     0.43574832+j-0.12394551    0.00892328     -0.00303629    
84        85        -0.36271671+j0.09052327     0.36714835+j-0.09302618    0.00443164     -0.00250291    
85        86        0.17172481+j-0.07353673    -0.17053050+j0.05090966     0.00119431     -0.02262706    
86        87        -0.03946950+j-0.15090966    0.04000000+j0.11021607     0.00053050     -0.04069359    
85        88        -0.50310352+j0.07574279     0.50848491+j-0.07514285    0.00538138     0.00059994     
85        89        -0.71151795+j0.00654207     0.72401004+j0.03734597     0.01249209     0.04388804     
88        89        -0.98848491+j-0.02485715    1.00241722+j0.07702680     0.01393232     0.05216965     
89        90        0.58160028+j-0.04715032    -0.56423086+j0.05791132     0.01736942     0.01076100     
89        90        1.10716283+j-0.05428243    -1.07827812+j0.07032942     0.02888471     0.01604699     
90        91        0.01250899+j0.04473028     -0.01242537+j-0.06511277    0.00008361     -0.02038249    
89        92        2.01874632+j-0.08017489    -1.97877392+j0.22938206     0.03997240     0.14920717     
89        92        0.63606329+j-0.06937658    -0.62022984+j0.09175426     0.01583345     0.02237768     
91        92        -0.08757463+j-0.08892737    0.08809978+j0.05884849     0.00052516     -0.03007888    
92        93        0.57742422+j-0.10465495    -0.56846957+j0.11271286     0.00895465     0.00805790     
92        94        0.52281787+j-0.14023759    -0.50877924+j0.14640659     0.01403863     0.00616900     
93        94        0.44846957+j-0.18271286    -0.44317994+j0.18172309     0.00528962     -0.00098977    
94        95        0.40995206+j0.09443640     -0.40755817+j-0.09735638    0.00239389     -0.00291998    
80        96        0.18929105+j0.20781174     -0.18630131+j-0.24358804    0.00298973     -0.03577631    
82        96        -0.10158521+j-0.06976675    0.10178707+j0.01702325     0.00020187     -0.05274350    
94        96        0.19934063+j-0.09339833    -0.19806705+j0.07488809     0.00127357     -0.01851025    
80        97        0.26384026+j0.25466307     -0.26144364+j-0.26915942    0.00239663     -0.01449635    
80        98        0.28860075+j0.08334380     -0.28655315+j-0.10449932    0.00204760     -0.02115553    
80        99        0.19475533+j0.08184847     -0.19264256+j-0.12963829    0.00211277     -0.04778981    
92        100       0.31445002+j-0.15584523    -0.30679698+j0.14300548     0.00765304     -0.01283975    
94        100       0.04266650+j-0.48916774    -0.03880481+j0.44086772     0.00386168     -0.04830002    
95        96        -0.01244183+j-0.21264362    0.01319515+j0.20069491     0.00075332     -0.01194871    
96        97        -0.11061385+j-0.19901820    0.11144364+j0.17915942     0.00082978     -0.01985878    
98        100       -0.05344685+j0.02449932     0.05364770+j-0.07314198    0.00020086     -0.04864266    
99        100       -0.22735744+j-0.04573166    0.22829082+j0.02776001     0.00093338     -0.01797165    
100       101       -0.16737442+j0.21813347     0.16960492+j-0.24109709    0.00223049     -0.02296362    
92        102       0.44621187+j-0.07439437    -0.44367194+j0.07152231     0.00253993     -0.00287206    
101       102       -0.38960492+j0.09109709     0.39367194+j-0.10152231    0.00406703     -0.01042521    
100       103       1.21138464+j-0.04868312    -1.18867699+j0.06862003     0.02270765     0.01993691     
100       104       0.56416876+j0.10622009     -0.54950466+j-0.09337158    0.01466410     0.01284851     
103       104       0.32307313+j0.08115593     -0.31773934+j-0.10260317    0.00533379     -0.02144724    
103       105       0.42961312+j0.07326724     -0.41928962+j-0.08134864    0.01032349     -0.00808140    
100       106       0.60548430+j0.09457040     -0.58310162+j-0.07054941    0.02238268     0.02402099     
104       105       0.48724400+j0.02598366     -0.48473122+j-0.02566717    0.00251278     0.00031649     
105       106       0.08710703+j0.03936157     -0.08696109+j-0.05209178    0.00014594     -0.01273021    
105       107       0.26732499+j-0.02369770    -0.26325757+j-0.00562390    0.00406741     -0.02932160    
105       108       0.23958883+j-0.11126506    -0.23768447+j0.09920106     0.00190436     -0.01206401    
106       107       0.24006271+j-0.03735881    -0.23674243+j0.00563315     0.00332029     -0.03172566    
108       109       0.21768447+j-0.10920106    -0.21702595+j0.10390619     0.00065851     -0.00529486    
103       110       0.60599074+j0.03385074     -0.59154917+j-0.01173730    0.01444157     0.02211344     
109       110       0.13702595+j-0.13390619    -0.13600726+j0.11769156     0.00101869     -0.01621463    
110       111       -0.35702945+j0.00956135     0.36000000+j-0.01843825    0.00297055     -0.00887690    
110       112       0.69458588+j-0.30614153    -0.68000000+j0.28511693     0.01458588     -0.02102459    
17        113       0.02047022+j0.06056486     -0.02042816+j-0.06801535    0.00004206     -0.00745049    
32        113       0.04116095+j-0.17346103    -0.03957184+j0.12909895     0.00158911     -0.04436208    
32        114       0.09350417+j0.02441315     -0.09336231+j-0.03884689    0.00014187     -0.01443374    
27        115       0.20744096+j0.04389955     -0.20663839+j-0.05860945    0.00080257     -0.01470990    
114       115       0.01336231+j0.00884689     -0.01336161+j-0.01139055    0.00000070     -0.00254366    
68        116       1.84125928+j-0.66359234    -1.84000000+j0.51323674     0.00125928     -0.15035560    
12        117       0.20152550+j0.05197252     -0.20000000+j-0.08000000    0.00152550     -0.02802748    
75        118       0.40194376+j0.23594024     -0.39853617+j-0.23564106    0.00340759     0.00029917     
76        118       -0.06829755+j-0.09699037    0.06853617+j0.08564106     0.00023862     -0.01134931    
5         5         0.00000000+j0.40158903     0.00000000+j0.00000000     0.00000000     0.40158903     
34        34        0.00000000+j-0.13610744    0.00000000+j0.00000000     0.00000000     -0.13610744    
37        37        0.00000000+j0.24605563     0.00000000+j0.00000000     0.00000000     0.24605563     
44        44        0.00000000+j-0.09703250    0.00000000+j0.00000000     0.00000000     -0.09703250    
45        45        0.00000000+j-0.09735262    0.00000000+j0.00000000     0.00000000     -0.09735262    
46        46        0.00000000+j-0.10100250    0.00000000+j0.00000000     0.00000000     -0.10100250    
48        48        0.00000000+j-0.15625388    0.00000000+j0.00000000     0.00000000     -0.15625388    
74        74        0.00000000+j-0.11013168    0.00000000+j0.00000000     0.00000000     -0.11013168    
79        79        0.00000000+j-0.20370620    0.00000000+j0.00000000     0.00000000     -0.20370620    
82        82        0.00000000+j-0.19554738    0.00000000+j0.00000000     0.00000000     -0.19554738    
83        83        0.00000000+j-0.09693706    0.00000000+j0.00000000     0.00000000     -0.09693706    
105       105       0.00000000+j-0.18624500    0.00000000+j0.00000000     0.00000000     -0.18624500    
107       107       0.00000000+j-0.05437824    0.00000000+j0.00000000     0.00000000     -0.05437824    
110       110       0.00000000+j-0.05680374    0.00000000+j0.00000000     0.00000000     -0.05680374    


<------------------------------------------------变压器支路------------------------------------------------>

5         8         -3.38414897+j-0.92014076    3.38414897+j1.24722797     0.00000000     0.32708721     
25        26        -0.90300259+j-0.18639299    0.90300259+j0.21584964     0.00000000     0.02945665     
17        30        -2.31037974+j-0.70537596    2.31037974+j0.93400917     0.00000000     0.22863321     
37        38        -2.43714800+j-0.86518139    2.43714800+j1.12001055     0.00000000     0.25482916     
59        63        -1.51750842+j-0.57028688    1.51750842+j0.67484312     0.00000000     0.10455624     
61        64        -0.30519956+j-0.13686279    0.30519956+j0.13989134     0.00000000     0.00302855     
66        65        -0.08456390+j-0.70554834    0.08456390+j0.72249449     0.00000000     0.01694615     
69        68        1.25658634+j-1.03648925    -1.25658634+j1.12813462     0.00000000     0.09164537     
80        81        0.44362150+j-0.73046882    -0.44362150+j0.75545425     0.00000000     0.02498542     


------------------------------------------------------------------------------------------------------------

发电机有功功率：38.00477796         负荷有功功率：36.68000000          系统有功损耗：1.32477796
发电机无功功率：7.93878194         负荷无功功率：14.38000000          系统无功损耗：-6.44121806
